,_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
326917,346177,3411169,23105914.0,10,2023-07-10T20:13:00,"S 13th ST & Fieger ST Pittsburgh, PA 15203",Y,South Side Flats,3,TERRORISTIC THREATS,2701 Simple Assault. / 2706 Terroristic Threats. / 9501 Bench Warrant / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1702.0,3.0,3.0,-79.98540576020977,40.430731731018135
326930,346190,3411185,23107460.0,24,2023-07-13T13:23:00,"1700 Block Duffield ST Pittsburgh, PA 15206",Y,Stanton Heights,5,HARRASSMENT BY COMUN/ADDRESS,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1018.0,7.0,2.0,-79.92922834793406,40.48589467501888
326941,346201,3411198,23107494.0,10,2023-07-13T14:55:00,"300 Block Smithfield ST Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,201.0,6.0,6.0,-79.99988451131611,40.43824823859988
326943,346203,3411202,23134836.0,1,2023-08-26T09:00:00,"1500 Block Westmoreland ST Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,MURDER/NON-NEG/MANSLTR-GUN,2501 Criminal Homicide.,1202.0,9.0,2.0,-79.89459362632937,40.46825519762516
326956,346216,3411236,23108624.0,24,2023-07-15T01:40:00,"700 Block Elkton ST Pittsburgh, PA 15220",Y,Elliott,6,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,2020.0,2.0,5.0,-80.03384872658728,40.44489294278997
326959,346219,3411243,23108632.0,10,2023-07-15T02:03:00,"1700 Block E Carson ST Pittsburgh, PA 15203",N,South Side Flats,3,SIMPLE ASSAULT/INJURY,2702 Aggravated Assault. / 5101 Obstructing Admin. of Law  / 6106 Firearms not to be Carried without a License. / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING / 627.02(b)(i) Possessing a small amount of marijuana,1702.0,3.0,3.0,-79.98187231372171,40.42859317552536
326963,346223,3411251,23108664.0,10,2023-07-15T03:25:00,"6600 Block Hedge ST Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1203.0,,,,
326965,346225,3411253,23108694.0,3,2023-07-15T05:02:00,"Panther Hollow Lake Pittsburgh, PA 15213",N,Squirrel Hill North,4,ROBBERY/HIGHWAY/STRONGARM,"3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1401.0,3.0,3.0,-79.95323223800261,40.43995329403508
326968,346228,3411257,23108709.0,10,2023-07-15T07:00:00,"900 Block Woodlow ST Pittsburgh, PA 15205",Y,Crafton Heights,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2814.0,2.0,5.0,-80.05235068795939,40.44581914329684
326970,346230,3411264,23108732.0,10,2023-07-15T08:53:00,"Library RD & Mc Neilly AV Pittsburgh, PA 15234",Y,Overbrook,3,SIMPLE ASSAULT/NO INJURY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,3207.0,4.0,5.0,-80.00375687951706,40.37788651773519
326972,346232,3411268,23108743.0,10,2023-07-15T09:38:00,"2600 Block S Water ST Pittsburgh, PA 15203",Y,South Side Flats,3,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1609.0,,,,
326976,346254,3411283,23105930.0,26,2023-07-10T19:59:00,"5000 Block Lytle ST Pittsburgh, PA 15207",Y,Hazelwood,4,HARRASSMENT-OTHER,2709(a) Harassment.,1501.0,5.0,3.0,-79.94629057372315,40.40788810883002
326980,346258,3411289,23105947.0,10,2023-07-08T17:00:00,"300 Block N Craig ST Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",507.0,8.0,3.0,-79.94909181481687,40.44557451437198
326983,346261,3411292,23105962.0,10,2023-07-10T21:40:00,"200 Block Spencer AV Pittsburgh, PA 15227",N,Carrick,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,2904.0,,,,
326989,346267,3411303,23106001.0,10,2023-07-11T00:25:00,"1600 Block Crucible ST Pittsburgh, PA 15220",Y,Crafton Heights,6,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",2814.0,2.0,5.0,-80.05172115698821,40.44745712596411
326990,346268,3411305,23106006.0,3,2023-07-10T23:40:00,"6300 Block Penn AV Pittsburgh, PA 15206",N,East Liberty,5,ROBBERY/HIGHWAY/GUN,3701 Robbery.,1115.0,,,,
327010,346288,3411344,23106352.0,10,2023-07-11T16:04:00,"4100 Block Murray AV Pittsburgh, PA 15217",Y,Greenfield,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1517.0,5.0,3.0,-79.92841589028507,40.42489662460859
327011,346289,3411345,23106355.0,10,2023-07-11T15:46:00,"4400 Block Forbes AV Pittsburgh, PA 15213",Y,North Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",404.0,8.0,3.0,-79.94910207307791,40.443706452999535
327018,346296,3411352,23106395.0,26,2023-07-11T17:04:00,"1500 Block Crucible ST Pittsburgh, PA 15204",N,Crafton Heights,6,HARRASSMENT-OTHER,2709(a)(4) Harassment Communicates Prohibited Acts,2814.0,,,,
327020,346298,3411355,23106399.0,10,2023-07-11T16:55:00,"200 Block Kennedy AV Pittsburgh, PA 15214",Y,Perry South,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2615.0,1.0,1.0,-80.01045572218854,40.474289428689815
327022,346300,3411365,23138199.0,1,2023-08-31T22:37:00,"Smithfield ST & Strawberry WY Pittsburgh, PA 15219",N,Central Business District,2,MURDER/NON-NEG/MANSLTR-GUN,2501 Criminal Homicide. / 2702 Aggravated Assault.,201.0,6.0,6.0,-79.99728925659072,40.44215131148279
327025,346320,3411426,23107647.0,10,2023-07-13T18:40:00,"Branchport ST Pittsburgh, PA 15233",Y,Chateau,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2108.0,6.0,1.0,-80.03397514266214,40.45873683692792
327038,346333,3411439,23107725.0,24,2023-07-13T21:02:00,"1700 Block Leolyn ST Pittsburgh, PA 15210",Y,Carrick,3,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,2902.0,4.0,3.0,-79.98614104302402,40.3989515640889
327041,346336,3411443,23107815.0,10,2023-07-13T22:49:00,"1700 Block Bentley DR Pittsburgh, PA 15219",Y,Terrace Village,2,TERRORISTIC THREATS,2706 Terroristic Threats.,511.0,,,,
327043,346338,3411445,23107830.0,10,2023-07-14T00:11:00,"900 Block Rossmore AV Pittsburgh, PA 15226",Y,Brookline,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief.,1919.0,4.0,5.0,-80.01764508257514,40.3941383145478
327046,346341,3411462,23106408.0,10,2023-07-11T17:33:00,"W Carson ST & West End BRDG Pittsburgh, PA 15220",Y,Elliott,6,ETHNIC INTIM - RACIAL,2710 Ethnic Intimidation. / 1543 Driving While Operating Privilege is Suspended or Revoked. / 3331 Required Position and Method of Turning. / 3743 Accidents Involving Damage to Attended Veh. or Property,2020.0,,,,
327055,346350,3411477,23106445.0,26,2023-07-11T18:35:00,"3200 Block Harcum WY Pittsburgh, PA 15203",Y,South Side Slopes,3,HARRASSMENT-OTHER,2709(a) Harassment.,1608.0,,,,
327073,346368,3411500,23106510.0,10,2023-07-11T05:12:00,"10 Block E Amanda AV Pittsburgh, PA 15210",Y,Allentown,3,TERRORISTIC THREATS,"2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1803.0,,,-79.98798970737394,40.41743390517393
327079,346374,3411508,23106577.0,3,2023-07-11T22:30:00,"Market SQ & Graeme ST Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY/HIGHWAY/STRONGARM,901 Criminal Attempt / 2701 Simple Assault. / 2706 Terroristic Threats. / 3701 Robbery.,201.0,6.0,6.0,-80.00278042472212,40.441090889640925
327081,346376,3411515,23106579.0,26,2023-07-11T23:11:00,"1500 Block Oakdene ST Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT-OTHER,2709(a) Harassment.,1202.0,9.0,2.0,-79.89089154013928,40.4654138448575
327085,346380,3411526,23106611.0,3,2023-07-11T22:50:00,"2000 Block Elmore ST & Addison ST Pittsburgh, PA 15219",Y,Terrace Village,2,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,510.0,,,,
327088,346383,3411529,23106635.0,10,2023-07-12T01:26:00,"2000 Block Webster AV Pittsburgh, PA 15219",Y,Middle Hill,2,SIMPLE ASSAULT/NO INJURY,9501 Bench Warrant / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,501.0,6.0,3.0,-79.98180223151444,40.44569142692322
327089,346384,3411533,23106654.0,4,2023-07-12T02:30:00,"5100 Block Ladora WY Pittsburgh, PA 15207",Y,Hazelwood,4,AGG ASSAULT/OTHER/INJURY,2701 Simple Assault. / 2702 Aggravated Assault. / 3304 Criminal Mischief.,1501.0,5.0,3.0,-79.94710777731777,40.40642932450617
327090,346385,3411539,23106662.0,10,2023-07-12T03:01:00,"400 Block Foreland ST Pittsburgh, PA 15212",N,East Allegheny,1,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2304.0,1.0,1.0,-80.00190459938189,40.45408709952372
327092,346387,3411543,23106672.0,3,2023-07-12T04:45:00,"2100 Block Rhine ST Pittsburgh, PA 15212",N,Spring Hill-City View,1,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,2620.0,1.0,1.0,-79.99361351005419,40.46659027664096
327106,346401,3411566,23106738.0,26,2023-07-12T09:31:00,"10 Block Watson BL Pittsburgh, PA 15214",Y,Perry North,1,HARRASSMENT-OTHER,2709(a) Harassment.,2607.0,1.0,1.0,-80.01014774189181,40.4811234683783
327109,346404,3411571,23106764.0,10,2023-07-12T09:00:00,"400 Block Garner CT Pittsburgh, PA 15213",N,Terrace Village,2,TERRORISTIC THREATS,2706 Terroristic Threats.,510.0,6.0,3.0,-79.96998313353102,40.44242622051024
327123,346418,3411593,23106808.0,10,2023-07-12T12:11:00,"800 Block Lilac ST Pittsburgh, PA 15217",Y,Greenfield,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709.A1 HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT,1517.0,5.0,3.0,-79.93535606340258,40.4249305800417
327133,346428,3411625,23105438.0,10,2023-07-10T00:15:00,Marshall AV,N,Perry South,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 2709(a)(4) Harassment Communicates Prohibited Acts / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2615.0,,,,
327134,346429,3411631,23105439.0,10,2023-07-10T00:22:00,"800 Block Johnston AV Pittsburgh, PA 15207",Y,Glen Hazel,4,HARRASSMENT/THREAT/ATTEMPT/PHY,5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1504.0,,,,
327146,346441,3411657,23105525.0,10,2023-07-09T12:05:00,"2500 Block Brownsville RD Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,2904.0,4.0,3.0,-79.98115113919414,40.38669249057316
327149,346444,3411661,23109511.0,10,2023-07-16T16:11:00,"5500 Block Keefe ST Pittsburgh, PA 15207",Y,Lincoln Place,4,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",3102.0,5.0,3.0,-79.9116044167084,40.36833222559244
327150,346445,3411662,23109520.0,10,2023-07-16T16:24:00,"Smithfield ST & Strawberry WY Pittsburgh, PA 15219",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,9999 Miscellaneous Report (No Crime),201.0,6.0,6.0,-79.99728925659072,40.44215131148279
327159,346454,3411673,23109558.0,10,2023-07-16T19:08:00,"100 Block Guyland ST Pittsburgh, PA 15220",Y,Westwood,6,HARRASSMENT/THREAT/ATTEMPT/PHY,2709 Harassment (Non-Specific),2811.0,2.0,5.0,-80.04977501746247,40.43082551173161
327163,346458,3411683,23109589.0,24,2023-07-16T19:31:00,"2200 Block Wilner DR Pittsburgh, PA 15221",N,East Hills,5,HARRASSMENT BY COMUN/ADDRESS,2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner,1306.0,,,,
327167,346462,3411692,23109621.0,26,2023-07-16T19:41:00,"2200 Block Dellrose ST Pittsburgh, PA 15210",N,Carrick,3,HARRASSMENT-OTHER,2709(a)(3) Harassment No Legitimate Purpose,2904.0,4.0,3.0,-79.98733112554356,40.39128696946534
327170,346465,3411696,23109654.0,26,2023-07-16T20:54:00,"300 Block Mt Pleasant RD Pittsburgh, PA ",Y,Northview Heights,1,HARRASSMENT-OTHER,2709(a) Harassment.,2609.0,,,,
327179,346474,3411708,23109718.0,3,2023-07-16T23:31:00,"700 Block N Homewood AV Pittsburgh, PA 15208",Y,Homewood South,5,ROBBERY/HIGHWAY/GUN,3701 Robbery.,1303.0,9.0,2.0,-79.8966616632168,40.45562602516654
327189,346492,3411736,23105562.0,10,2023-07-10T08:55:00,"700 Block N Negley AV Pittsburgh, PA 15206",Y,East Liberty,5,SIMPLE ASSAULT/INJURY,2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1113.0,9.0,2.0,-79.92669603149979,40.46981837449271
327196,346499,3411744,23105589.0,10,2023-07-10T09:47:00,"Allegheny River BL & Washingto BL Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1201.0,,,,
327199,346502,3411751,23105596.0,10,2023-07-10T09:00:00,"300 Block Wood ST Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709 Harassment (Non-Specific),201.0,,,-80.05815333640635,40.504457377253146
327200,346503,3411752,23105598.0,4,2023-07-15T00:53:00,"100 Block Oakland AV Pittsburgh, PA 15213",Y,Central Oakland,4,AGG ASSAULT/STRONGARM/INJURY,"2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",405.0,3.0,3.0,-79.95782625215527,40.44220256448713
327207,346510,3411764,23105623.0,3,2023-07-06T16:10:00,"300 Block Brownsville RD Pittsburgh, PA 15210",N,Knoxville,3,ROBBERY/HIGHWAY/STRONGARM,"901 Criminal Attempt / 3701 Robbery. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",3001.0,3.0,5.0,-79.98836277083815,40.41429746206476
327213,346516,3411781,23106853.0,24,2023-07-11T19:30:00,"5600 Block Solway ST Pittsburgh, PA 15217",N,Squirrel Hill North,4,HARRASSMENT BY COMUN/ADDRESS,7611(a)(1) Unlawful Use of a Computer / 7615(a)(3) Computer Trespass - Alter/Erase Data / 2709(a)(4) Harassment Communicates Prohibited Acts,1403.0,8.0,3.0,-79.92784295856607,40.44301812884704
327216,346519,3411784,23106862.0,4,2023-07-12T13:40:00,"2500 Block Park Hill DR Pittsburgh, PA 15221",N,East Hills,5,AGG ASSAULT/KNIFE/INJURY,2702 Aggravated Assault. / 3502 Burglary. / 8106 Shots Fired,1306.0,9.0,2.0,-79.87322714714875,40.4561140005372
327224,346527,3411801,23106896.0,4,2023-07-12T15:10:00,"Howley ST & Gangwish ST Pittsburgh, PA 15224",N,Bloomfield,5,AGG ASSAULT/GUN/NO INJURY,2701 Simple Assault.,903.0,7.0,2.0,-79.95211253866015,40.46457383628688
327227,346530,3411812,23106909.0,24,2023-07-12T15:35:00,"80 Block Allen ST Pittsburgh, PA 15210",N,Allentown,3,HARRASSMENT BY COMUN/ADDRESS,"2709(a) Harassment. / 5703 Intercept, Discl. or Use of Wire, Elect. or Oral Comm.",1803.0,3.0,5.0,-79.99371925675948,40.42128188963803
327229,346532,3411816,23106911.0,24,2023-07-12T15:30:00,"1200 Block Pennsylvania AV Pittsburgh, PA 15233",Y,Manchester,1,HARRASSMENT BY COMUN/ADDRESS,2709(a)(3) Harassment No Legitimate Purpose,2107.0,6.0,1.0,-80.0226308969092,40.45488781008128
327234,346537,3411822,23106931.0,3,2023-07-12T15:45:00,"East Ohio ST & Middle ST Pittsburgh, PA 15212",N,East Allegheny,1,ROBBERY/HIGHWAY/STRONGARM,3701 Robbery.,2304.0,1.0,1.0,-79.99916240964956,40.45376016816286
327237,346540,3411826,23106954.0,4,2023-07-12T17:15:00,"700 Block 2nd AV Pittsburgh, PA 15219",Y,Bluff,2,AGG ASSAULT/STRONGARM/INJURY,2702 Aggravated Assault. / 9498 302 (Mental),103.0,6.0,6.0,-79.99459104985328,40.4353346704734
327244,346547,3411834,23106981.0,10,2023-07-12T17:46:00,"3900 Block Liberty AV Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,SIMPLE ASSAULT/INJURY,9497 Aided Case,603.0,7.0,2.0,-79.95917701583271,40.46231705697092
327246,346549,3411837,23106993.0,10,2023-07-12T17:30:00,"4200 Block Stanton AV Pittsburgh, PA 15201",N,Stanton Heights,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709 Harassment (Non-Specific),1018.0,,,,
327249,346552,3411841,23106998.0,10,2023-07-12T18:09:00,"46th ST & Lawrence ST Pittsburgh, PA 15201",Y,Central Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,902.0,7.0,2.0,-79.95754301201521,40.47190737240173
327264,346567,3411862,23107064.0,8,2023-07-12T20:12:00,"2900 Block Sheraden BL Pittsburgh, PA 15204",Y,Sheraden,6,ARSON (OTHER COMM-NOT OCCUPIE),"3301 Arson  / 3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means / 1104(a) Anyone over the age of 18 years can purchase, possess and use consumer fireworks",2018.0,,,,
327274,346577,3411872,23107100.0,10,2023-07-12T21:50:00,"Branchport ST Pittsburgh, PA 15233",N,Chateau,1,TERRORISTIC THREATS,2701 Simple Assault. / 2706 Terroristic Threats.,2108.0,6.0,1.0,-80.03397514266214,40.45873683692792
327275,346578,3411874,23107102.0,10,2023-07-12T21:05:00,"Arlington AV & Brownsville RD Pittsburgh, PA 15210",Y,South Side Slopes,3,SIMPLE ASSAULT/NO INJURY,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1706.0,3.0,0.0,-79.98646063151985,40.41764044503398
327277,346580,3411889,23107108.0,26,2023-07-10T16:16:00,"6500 Block Winslow ST Pittsburgh, PA 15206",N,Larimer,5,HARRASSMENT-OTHER,2709(a) Harassment.,1204.0,9.0,2.0,-79.91011887908837,40.46281627574702
327282,346585,3411904,23107120.0,4,2023-07-10T21:10:00,"700 Block Cherokee ST Pittsburgh, PA 15219",Y,Upper Hill,2,AGG ASSAULT/GUN/NO INJURY,"2705 Recklessy Endangering Another Person. / 2706 Terroristic Threats. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2701(a)(3) Simple Assault - Attempts by Physical Menace ",506.0,6.0,3.0,-79.9631782636014,40.45193341693031
327290,346593,3411916,23107163.0,4,2023-07-13T00:31:00,"2300 Block East Hills DR Pittsburgh, PA 15221",Y,East Hills,5,AGG ASSAULT/KNIFE/NO INJURY,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1306.0,9.0,2.0,-79.8713285890183,40.456616234957245
327295,346598,3411923,23107202.0,10,2023-07-13T03:20:00,"3000 Block Sacramento AV Pittsburgh, PA 15204",Y,Sheraden,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2018.0,2.0,5.0,-80.05038912820577,40.458057757215
327297,346600,3411927,23107215.0,10,2023-07-13T03:41:00,"Commonwealth PL Pittsburgh, PA 15222",Y,Central Business District,2,TERRORISTIC THREATS,2706 Terroristic Threats. / 5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,201.0,6.0,6.0,-80.00081394949997,40.43905652710984
327345,346648,3411991,23108951.0,10,2023-07-15T17:30:00,"1100 Block Lincoln AV Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1203.0,9.0,2.0,-79.90004659627567,40.46424362652595
327346,346649,3411992,23108039.0,3,2023-07-14T09:41:00,"1100 Block Western AV Pittsburgh, PA 15233",Y,Chateau,1,ROBBERY/HIGHWAY/STRONGARM,2701 Simple Assault. / 3701 Robbery.,2108.0,6.0,1.0,-80.02053939305756,40.45166981273596
327354,346657,3412006,23108969.0,10,2023-07-15T18:50:00,"200 Block 37th ST Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,HARRASSMENT/THREAT/ATTEMPT/PHY,4906 False Reports to Law Enforcement Authorities.,603.0,7.0,2.0,-79.96470101215228,40.466189129784254
327356,346659,3412010,23108972.0,10,2023-07-15T18:13:00,"1400 Block Oakridge ST Pittsburgh, PA 15226",Y,Brookline,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1918.0,4.0,5.0,-80.00837234702641,40.39125805543961
327365,346668,3412021,23108091.0,4,2023-07-14T11:20:00,"Vensel WY & Embury ST Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,AGG ASSAULT/KNIFE/NO INJURY,2701 Simple Assault. / 2706 Terroristic Threats.,2715.0,1.0,1.0,-80.0291225817028,40.47291629007788
327375,346678,3412040,23108126.0,3,2023-07-14T12:30:00,"300 Block Cedar AV Pittsburgh, PA 15212",Y,East Allegheny,1,ROBBERY CHAIN STORE /STRONGARM,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",2304.0,1.0,1.0,-80.00090780760613,40.450893557101246
327376,346679,3412041,23108128.0,26,2023-06-01T07:35:00,"2800 Block Carey WY Pittsburgh, PA 15203",Y,South Side Flats,3,HARRASSMENT-OTHER,2709(a) Harassment.,1609.0,,,,
327386,346689,3412056,23108997.0,26,2023-07-15T19:30:00,"5700 Block Ellsworth AV Pittsburgh, PA 15232",Y,Shadyside,4,HARRASSMENT-OTHER,2709 Harassment (Non-Specific),705.0,8.0,2.0,-79.93212120184371,40.45467996867786
327396,346699,3412072,23109012.0,26,2023-07-15T19:55:00,"3200 Block Niagara ST Pittsburgh, PA 15213",Y,South Oakland,4,HARRASSMENT-OTHER,2709(a)(3) Harassment No Legitimate Purpose,409.0,3.0,3.0,-79.9604312181213,40.4339267036077
327397,346700,3412073,23109016.0,10,2023-07-15T20:04:00,"1200 Block Nolan CT Pittsburgh, PA 15221",N,Homewood North,5,SIMPLE ASSAULT/NO INJURY,2701 Simple Assault. / 9999 Miscellaneous Report (No Crime),1301.0,9.0,2.0,-79.88687387613182,40.45943946762778
327399,346702,3412076,23109021.0,10,2023-07-15T11:00:00,"20 Block E Woodford AV Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT/NO INJURY,2706 Terroristic Threats. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,2902.0,4.0,3.0,-79.98550383316923,40.393195755855125
327408,346711,3412088,23109040.0,10,2023-07-15T21:06:00,"100 Block Mayflower ST Pittsburgh, PA 15206",Y,Larimer,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1208.0,,,,
327409,346712,3412089,23108842.0,10,2023-07-15T11:15:00,"1300 Block Western AV Pittsburgh, PA 15233",Y,Manchester,1,BOMB THREAT,"2706 Terroristic Threats. / 2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 8105 CLASS 2 - Bomb Threat",2107.0,6.0,1.0,-80.0237630398056,40.4508309901792
327413,346716,3412093,23108849.0,4,2023-07-15T13:05:00,"1400 Block Orator ST Pittsburgh, PA 15204",Y,Chartiers City,6,AGG ASSAULT/GUN/NO INJURY,907 Possessing Instruments of Crime. / 2701 Simple Assault. / 2706 Terroristic Threats.,2021.0,2.0,5.0,-80.07048761669131,40.45767871264879
327417,346720,3412105,23108854.0,4,2023-07-15T13:10:00,"Ohio River BL & Millerton AV Pittsburgh, PA 15212",N,Brighton Heights,1,AGG ASSAULT/GUN/NO INJURY,2701(a)(3) Simple Assault - Attempts by Physical Menace ,2701.0,1.0,1.0,-80.04607288597276,40.48152126051215
327418,346721,3412107,23109079.0,10,2023-07-15T20:00:00,"1000 Block Fort Duquesne BL Pittsburgh, PA 15222",N,Central Business District,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,201.0,6.0,6.0,-79.99524821424473,40.44551886095992
327421,346724,3412111,23109099.0,10,2023-07-15T23:15:00,"1600 Block 5th AV Pittsburgh, PA 15219",N,Crawford-Roberts,2,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,305.0,6.0,3.0,-79.98380809701592,40.43835816009891
327422,346725,3412112,23108877.0,4,2023-07-15T14:20:00,"300 Block N Craig ST Pittsburgh, PA 15213",Y,North Oakland,4,AGG ASSAULT/GUN/NO INJURY,2706 Terroristic Threats. / 5503 Disorderly Conduct. / 5505 Public Drunkenness / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,507.0,8.0,3.0,-79.94909181481687,40.44557451437198
327429,346732,3412126,23108929.0,24,2023-07-15T16:28:00,"700 Block Elkton ST Pittsburgh, PA 15220",Y,Elliott,6,HARRASSMENT BY COMUN/ADDRESS,2709 Harassment (Non-Specific),2020.0,2.0,5.0,-80.03384872658728,40.44489294278997
327433,346736,3412151,23110338.0,10,2023-07-18T01:46:00,"1600 Block Village RD Pittsburgh, PA 15205",Y,Fairywood,6,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2808.0,2.0,5.0,-80.07645480688235,40.44946262854047
327441,346744,3412164,23110418.0,10,2023-07-17T22:30:00,"400 Block N Beatty ST Pittsburgh, PA 15206",Y,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1113.0,,,,
327443,346746,3412166,23110431.0,10,2023-07-18T08:11:00,"5100 Block Lytle ST Pittsburgh, PA 15207",Y,Hazelwood,4,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,1501.0,5.0,3.0,-79.94533617780665,40.40672519678502
327455,346758,3412180,23110481.0,10,2023-07-18T10:19:00,"7800 Block Susquehanna ST Pittsburgh, PA 15221",Y,Homewood South,5,TERRORISTIC THREATS,2706 Terroristic Threats.,1304.0,9.0,2.0,-79.8891618801259,40.4493486243
